Time,Joystick_Right_Left,Joystick_Front_Rear,Speed_Right,Speed_Left
15.225,-9,20,0,0
15.305,-9,20,0,0
15.405,-9,19,0,0
15.505,-9,19,0,0
15.605,-9,20,0,0
15.715,-9,19,0,0
15.835,-9,19,0,0
15.975,-9,19,0,0
16.095,-9,20,0,0
16.254,-9,19,0,0
16.425,-9,19,0,0
16.594,-9,19,0,0
16.814,-9,20,0,0
16.934,-9,20,0,0
17.054,-9,19,0,0
17.164,-9,19,0,0
17.304,-9,19,0,0
17.424,-9,20,0,0
17.574,-9,20,0,0
17.704,-9,20,0,0
17.864,-9,19,0,0
18.054,-9,19,0,0
18.224,-9,20,0,0
18.464,-9,20,0,0
18.624,-9,20,0,0
18.794,-9,20,0,0
18.934,-9,19,0,0
19.074,-9,20,0,0
19.204,-9,19,0,0
19.324,140,855,0,0
19.424,90,1064,0.02288,0.1144
19.534,83,1074,0.26312,0.4004
19.614,83,1074,0.52624,0.66352
19.714,77,1073,0.84656,1.0296
19.834,44,1070,1.0868,1.28128
19.924,10,1069,1.3728,1.52152
20.034,-17,1067,1.67024,1.72744
20.154,-21,1067,1.99056,1.97912
20.264,-20,1066,2.32232,2.26512
20.384,-18,1067,2.6312,2.574
20.514,-17,1067,2.9744,2.9172
20.634,-2,1067,3.28328,3.24896
20.774,40,1068,3.58072,3.63792
20.894,63,1068,3.85528,3.95824
21.034,73,1068,4.18704,4.38152
21.154,73,1067,4.41584,4.59888
21.264,73,1067,4.65608,4.82768
21.414,86,1067,4.90776,5.11368
21.544,93,1067,5.148,5.35392
21.654,112,1065,5.28528,5.53696
